ID,Hylak_id,latitude,longitude,Name,Type,Country,Continent,Poly_src,Lake_type,Grand_id,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Elevation,Slope_100,Wshd_area,Pour_long,Pour_lat
202,58,49.851,-88.558,Nipigon, Lake,Canada,North America,CanVec,3,1402,4505.95,2293.45,9.6400003,247827.3,12360,1,55,356.846,8038.1,258,-1,24626.2,-88.309371,49.307873
10351,932,-19.1291,-47.3831,Nova Ponte, Reservoir,Brazil,South America,SWBD,2,2381,237.2,948.18,17.3700008,12800,12800,2,54,207.006,715.7,796,5.9200001,15355.8,-47.696299,-19.129517
239,113,54.6092,82.576,Novosibirsk Reservoir,Unkownn,Russia,Europe,SWBD,2,4785,1024.14,758.63,6.6900001,8800,8800,2,8.6000004,1627.633,62.6,106,-1,228515.2,83.001042,54.842791
291,341,62.3712,-101.0145,Nowleye, Lake,Canada,North America,CanVec,1,0,271.64,349.09,5.9699998,9422.56,0,3,34.7000008,157.194,693.8,239,4.54,26136.7,-100.79089,62.360093
198,59916,60.3505,-99.451,Nueltin, Lake,Canada,North America,CanVec,1,0,2.19,11.76,2.24,5.64,0,3,2.5999999,0.024,2720.7,276,1.15,3.7,-99.446981,60.339896
10271,9498,31.5436,-99.6825,OH Ivie, Reservoir,United States of America,North America,SWBD,2,1257,47.05,112.72,4.6399999,666.5,666.5,2,14.1999998,9.565,806.5,466,1.33,58935.6,-99.669008,31.502318
57,69,26.9392,-80.7852,Okeechobee, Lake,United States of America,North America,SWBD,3,1957,1418.77,341.92,2.5599999,5669.1,5669.1,1,4,122.663,534.9,3,-1,14061.6,-81.100806,26.941122
43,100,61.5646,35.5847,Onega, Lake,Russia,Europe,Other,3,4356,9961.85,2413.79,6.8200002,262000,17500,1,26.2999992,616.51,4918.7,13,-1,59064.3,34.161458,60.919873
35,7,43.6559,-77.7173,Ontario, Lake,United States of America,North America,SWBD,3,1485,19347.36,2609.93,5.29,1640000,29960,1,84.8000031,7745.819,2450.5,73,-1,766137.4,-75.794246,44.480557
8840,7,43.6559,-77.7173,Ontario, Lake,United States of America,North America,SWBD,3,1485,19347.36,2609.93,5.29,1640000,29960,1,84.8000031,7745.819,2450.5,73,-1,766137.4,-75.794246,44.480557
1609,15717,16.2247,-3.8684,Oro, Lake,Mali,Africa,SWBD,1,0,40.86,69.81,3.0799999,49.37,0,3,1.2,0.079,7233.5,256,0.42,204.4,-3.836724,16.195098
8692,118935,-6.1499,-38.1825,Pau dos Ferros, Reservoir,Brazil,South America,SWBD,2,2483,6,28.31,3.26,54.8,54.8,2,9.1000004,4.834,131.2,203,1.55,2204.9,-38.189112,-6.145734
119,103,58.688,27.5,Peipus, Lake,Russia,Europe,SWBD,1,0,3489,732.11,3.5,25070,0,1,7.1999998,337.098,860.8,28,-1,47673.7,27.73114,58.985292
1595,1642,-21.4099,124.6097,Percival, Lake,Australia,Oceania,SWBD,1,0,218.78,239.7,4.5700002,1583.13,0,3,7.1999998,0,-1,256,1.22,27500.1,124.802083,-21.335417
8671,10110,-4.225,-40.4823,Pires Ferreira, Reservoir,Brazil,South America,SWBD,2,2467,45,147.91,6.2199998,1000,1000,2,22.2000008,11.57,1000.4,147,1.12,3590.8,-40.448071,-4.211519
8702,119204,-8.4586,-37.6415,Poco da Cruz, Reservoir,Brazil,South America,SWBD,2,2510,2.96,27.6,4.52,504,504,2,170.3000031,24.827,235,416,2.29,4759,-37.701042,-8.504456
184,79,-18.7824,-67.0811,Poopó, Lake,Bolivia,South America,SWBD,1,0,2247.91,526.3,3.1300001,3415,0,1,1.5,685.169,57.7,3694,-1,102962.8,-67.015625,-19.1593
1660,12001,64.2492,-18.9043,Pórisvatn, Lake,Iceland,Europe,Other,2,2551,78.38,93.4,2.98,1180,1180,2,15.1000004,17.332,788,553,8.9899998,288.2,-18.796099,64.345985
107,802,37.0771,-111.2366,Powell, Lake,United States of America,North America,SWBD,2,597,120.75,306.06,7.8600001,25070,25070,2,207.6000061,562.446,515.9,1124,4.5300002,278954.7,-111.485228,36.939635
228,151,29.085,116.2711,Poyang, Lake,China,Asia,Other,1,0,2398.32,1256.92,7.2399998,16350,0,1,6.8000002,5985.194,31.6,10,-1,162421.5,116.221063,29.751804
10304,14718,38.1266,-4.9769,Puente Nuevo, Reservoir,Spain,Europe,SWBD,2,2867,12.09,47.69,3.8699999,286.8,286.8,2,23.7000008,2.664,1246,434,5.2600002,997.8,-4.924866,38.087206
120,1392,34.3094,42.263,Qadisiyah, Lake,Iraq,Asia,SWBD,2,4470,339.21,389.86,5.9699998,11000,11000,2,32.4000015,823.593,154.6,138,1.12,244305.1,42.352083,34.210417
68,1468,29.4635,30.601,Qarun, Lake,Egypt,Africa,SWBD,1,0,233.84,151.48,2.79,933.7,0,3,4,0.169,63945.3,-47,0.71,4254.3,30.660417,29.477083
227,143,36.9001,100.264,Qinghai,Unkownn,China,Asia,SWBD,1,0,4266.55,434.23,1.88,71600,0,1,16.7999992,28.133,29456.6,3194,-1,29604.7,100.197917,36.922917
63,987,-40.2397,-72.4054,Ranco, Lake,Chile,South America,SWBD,1,0,426.6,187.98,2.5699999,34371.01,0,3,80.5999985,177.348,2243.1,64,8.5200005,3592.8,-72.56875,-40.264583
10146,9430,33.422,-97.0161,Ray Roberts, Reservoir,United States of America,North America,SWBD,2,1151,68.71,104.64,3.5599999,2383,2383,2,34.7000008,10.384,2656.1,194,1.08,1782.5,-97.052189,33.356409
121,146,32.754,43.585,Razazza, Lake,Iraq,Asia,SWBD,2,4474,1330.22,478.41,3.7,26000,26000,2,19.5,0,-1,29,-1,67858.2,43.892708,32.697244
978,38,57.3651,-102.3239,Reindeer, Lake,Canada,North America,Other,3,706,5435.48,9267.45,35.4599991,92403.16,14860,1,17,355.998,3004.2,335,-1,62727.5,-103.149606,56.234185
1662,169308,46.8127,10.5251,Resia, Lake,Italy,Europe,SWBD,2,3312,5.39,13.39,1.63,123,123,2,22.7999992,4.383,324.8,1488,12.5,178.8,10.530208,46.778152
8814,836,31.9945,-96.1653,Richland Chambers, Reservoir,United States of America,North America,SWBD,2,1238,156.51,196.7,4.4400001,2150,2150,2,13.6999998,30.591,813.5,97,1.22,5070.5,-96.102607,31.94808
2865,178710,16.7148,-15.4025,Rkiz, Lake,Mauritania,Africa,SWBD,1,0,2.04,17.08,3.3800001,3.4,0,3,1.7,0.109,360.8,4,0.7,954.6,-15.418331,16.703165
196,46,53.6826,-77.1048,Robert-Bourassa Reservoir,Unkownn,Canada,North America,CanVec,2,1394,2758.99,4677.51,25.1200008,61720,61720,2,22.3999996,1825.424,391.3,170,-1,94256.6,-77.451463,53.784788
216,1543,11.7007,34.3804,Roseires, Reservoir,Sudan,Africa,SWBD,2,4483,225.28,412.38,7.75,3000,3000,2,13.3000002,1753.891,19.8,483,0.75,189002.3,34.389948,11.797669
27,166,-7.7,32,Rukwa, Lake,United Republic of Tanzania,Africa,SWBD,1,0,5894.78,590.11,2.1700001,20631.73,0,1,3.5,520.273,459,801,-1,79610.1,32.202083,-7.914583
94,107,58.4247,38.3423,Rybinsk, Reservoir,Russia,Europe,SWBD,2,4360,4042.34,1924.4,8.54,25400,25400,2,6.3000002,993.57,295.9,97,-1,150073.6,38.702039,58.102088
8739,1087860,-6.6567,-37.2062,Sabugi, Reservoir,Brazil,South America,SWBD,2,2489,0.94,11.27,3.28,65.3,65.3,2,69.5,2.29,330,175,1.88,835.2,-37.201042,-6.649305
279,59,48.5999,-72.0669,Saint-Jean, Lake,Canada,North America,CanVec,3,2021,1112.79,699.95,5.9200001,12240.69,5370,1,11,1560.694,90.8,96,-1,72559.1,-71.635571,48.578105
71,829,33.3145,-115.8234,Salton Sea,Unkownn,United States of America,North America,SWBD,1,0,956.86,201.88,1.84,8560,0,1,8.8999996,25.481,3888.2,-71,-1,20050.8,-115.835417,33.335417
10246,839,31.1348,-94.2137,Sam Rayburn, Reservoir,United States of America,North America,SWBD,2,1275,380.2,481.6,6.9699998,7815.6,7815.6,2,20.6000004,88.498,1022.2,48,2.96,8970.7,-94.106215,31.064744
222,118,52.5975,48.2368,Saratovsk, Reservoir,Russia,Europe,SWBD,2,4629,1073.41,812.9,7,12900,12900,2,12,8035.998,18.6,23,-1,1289567,47.757833,52.053704
78,137,41.9145,57.453,Sarygamysh, Lake,Turkmenistan,Asia,SWBD,1,0,3772.03,496.85,2.28,46000,0,1,12.1999998,0,-1,2,-1,72245.2,57.452083,41.889583
300,273,64.7459,-97.527,Schultz, Lake,Canada,North America,CanVec,1,0,411.08,521.15,7.25,9335.12,0,3,22.7000008,925.188,116.8,59,2.8499999,156036.8,-97.020455,64.785764
1471,1544,11.578,-8.1834,Selingue, Reservoir,Mali,Africa,SWBD,2,3013,335.77,537.19,8.2700005,2170,2170,2,6.5,336.697,74.6,345,2.1800001,32078.8,-8.229997,11.637703
10349,922,-14.1034,-48.301,Serra de Mesa, Reservoir,Brazil,South America,SWBD,2,2368,922.61,1966.31,18.2600002,54400,54400,2,59,857.916,733.9,443,-1,51363,-48.303687,-13.836896
187,139,40.3842,45.3255,Sevan, Lake,Armenia,Asia,SWBD,1,0,1242.22,234.35,1.88,32921,0,1,26.5,11.573,32924.1,1898,-1,4729.2,44.990916,40.552472
218,1565,7.4641,38.5201,Shala, Lake,Ethiopia,Africa,SWBD,1,0,307.79,110.66,1.78,24509.55,0,3,79.5999985,36.748,7719.5,1557,9.0900002,4156.2,38.514583,7.464583
6508,16113,-9.5369,147.5021,Sirinumu, Reservoir,Papua New Guinea,Oceania,SWBD,2,6578,26.77,129.48,7.0599999,333,333,2,12.3999996,4.447,866.7,543,3.6700001,122.6,147.448182,-9.481073
175,77,-9.7111,-41.7466,Sobradinho, Reservoir,Brazil,South America,GRanD,2,2516,2614.96,1301.66,7.1799998,34100,34100,2,13,2671.621,147.7,385,-1,500631.9,-40.824117,-9.42266
4896,66,42.4339,-82.6856,St. Clair, Lake,Canada,North America,SWBD,1,0,1161.17,445.45,3.6900001,3400,0,1,2.9000001,9261.066,4.2,173,-1,592711.4,-82.943052,42.347969
10274,113494,33.0633,-99.6004,Stamford, Lake,United States of America,North America,SWBD,2,1166,6.43,27.5,3.0599999,185,185,2,28.7999992,0.391,5476.2,430,0.73,867.6,-99.569999,33.066436
3,5,47.349,-87.07,Superior, Lake,United States of America,North America,SWBD,1,0,81843.92,5248.36,5.1799998,12004000,0,1,146.6999969,2869.953,48410.3,179,-1,209219.5,-84.460547,46.468593
10384,823,34.1944,-84.0179,Syndey Lanier, Lake,United States of America,North America,SWBD,2,1863,133.83,545.27,13.3000002,3150.3,3150.3,2,23.5,64.677,563.8,327,4.4400001,2677.1,-84.072357,34.16084
176,909,-4.4908,-60.6667,Taciula, Lake,Brazil,South America,SWBD,1,0,117.76,277.64,7.2199998,906.7,0,3,7.6999998,401.022,26.2,11,1.48,10132.2,-60.47766,-4.53709
232,148,31.2285,120.2275,Tai Hu, Lake,China,Asia,SWBD,1,0,2329.14,547.2,3.2,5140,0,1,2.2,303.606,195.9,0,-1,20229.5,120.543741,31.110144
306,21,66.2447,-113.2663,Takijuq, Lake,Canada,North America,CanVec,1,0,1031.69,1003.96,8.8199997,49576.74,0,1,48.0999985,41.152,13943.5,366,-1,7177.5,-113.658891,66.21204
110,154,11.95,37.3,Tana, Lake,Ethiopia,Africa,SWBD,1,0,3059.34,484.93,2.47,28400,0,1,9.3000002,170.151,1931.8,1786,-1,15133.2,37.407008,11.573725
25,17,-6.0537,29.718,Tanganyika, Lake,Democratic Republic of the Congo,Africa,SWBD,1,0,32826.65,2126.23,3.3099999,18940000,0,1,577,1490.748,147049,767,-1,239411.9,29.185417,-5.91118
10216,1398,34.0895,72.7217,Tarbela, Reservoir,Pakistan,Asia,GRanD,2,4702,208.47,243.11,4.75,13940,13940,2,66.9000015,1712.609,94.2,430,14.46,199689.7,72.691099,34.09134
5,1698,-38.8,175.9,Taupo, Lake,New Zealand,Oceania,SWBD,1,0,611.94,162.86,1.86,59096.6,0,1,96.5999985,112.701,6069.1,356,-1,3421.6,176.060417,-38.690273
8813,832,32.8748,-95.9733,Tawakoni, Lake,United States of America,North America,SWBD,2,1181,137.67,160.29,3.8499999,2047.6,2047.6,2,14.8999996,18.125,1307.5,135,1.4,2019.7,-95.91465,32.814655
256,303,63.7579,-98.9731,Tebesjuak, Lake,Canada,North America,CanVec,1,0,499.53,594.85,7.5100002,9937.57,0,1,19.8999996,39.752,2893.4,122,2.3800001,5735.6,-98.599846,63.795701
301,265,64.9186,-95.6223,Tehek,Unkownn,Canada,North America,CanVec,1,0,450.06,1037.29,13.79,9250.45,0,3,20.6000004,9.765,10964.2,106,2.5599999,1781.8,-95.25627,65.04373
240,120,50.3875,68.9529,Tengiz, Lake,Kazakhstan,Asia,SWBD,1,0,1422.85,661.01,4.9400001,483,0,1,0.3,98.471,56.8,302,-1,86210.8,68.89375,50.410417
203,193,70.5865,-153.5312,Teshekpuk, Lake,United States of America,North America,NHD,1,0,829.95,287.6,2.8199999,3734.79,0,1,4.5,39.49,1094.6,9,-1,17618.8,-152.902166,70.54812
122,144,33.9844,43.2532,Tharthar, Lake,Iraq,Asia,SWBD,3,4472,1698.86,474.67,3.25,43500,43500,2,25.6000004,43.226,11647.4,44,-1,27149.5,43.460376,33.689627
1898,164641,52.9179,7.9475,Thülsfelder, Reservoir,Germany,Europe,SWBD,1,0,1.07,7.86,2.1400001,1.85,0,3,1.7,1.866,11.5,21,0.92,129.1,7.931156,52.931055
181,78,-15.8715,-69.343,Titicaca, Lake,Bolivia,South America,Other,1,0,8002.51,1456.08,4.5900002,893000,0,1,111.5999985,541.154,19099.3,3815,-1,56588.1,-69.029021,-16.558623
134,160,2.7894,98.6243,Toba, Lake,Indonesia,Asia,SWBD,1,0,1129.03,463.62,3.8900001,240000,0,1,212.6000061,133.695,20777,900,-1,3725.1,99.147011,2.433957
288,991,-41.1049,-72.2639,Todos los Santos, Lake,Chile,South America,SWBD,1,0,173.59,137.4,2.9400001,24923,0,3,143.6000061,141.807,2034.2,190,17.3600006,2192.5,-72.408823,-41.142967
236,1306,41.7986,72.9163,Toktogul, Reservoir,Kyrgyzstan,Asia,SWBD,2,4675,223.44,142.67,2.6900001,19500,19500,2,87.3000031,338.365,667,871,9.8299999,51893,72.653097,41.681934
10247,838,31.5527,-93.7793,Toledo Bend, Reservoir,United States of America,North America,SWBD,2,1269,599.62,729.59,8.3999996,6287.7,6287.7,2,10.5,193.925,375.3,52,-1,18647.4,-93.566547,31.174682
8768,928,-18.399,-45.2966,Tres Marias, Reservoir,Brazil,South America,SWBD,2,2375,799.76,1692.89,16.8899994,21000,21000,2,26.2999992,657.937,369.4,566,-1,50953.4,-45.268872,-18.215177
106,128,47.909,42.8741,Tsimlyansk,  Reservoir,Russia,Europe,SWBD,2,4375,2253.94,792.54,4.71,24000,24000,2,10.6000004,668.805,415.3,30,-1,253930.8,42.110453,47.61046
136,1590,-0.7773,18.0299,Tumba, Lake,Democratic Republic of the Congo,Africa,SWBD,1,0,744.89,309.41,3.2,2979.55,0,1,4,90.762,380,295,-1,7096.4,17.818795,-0.690304
4475,972,-35.9866,-62.4261,Tunas Grandes, Lake,Argentina,South America,SWBD,1,0,142.45,171.48,4.0500002,279.32,0,3,2,2.775,1165,80,0.43,23382.9,-62.410417,-35.989583
29,158,3.7606,36.052,Turkana, Lake,Kenya,Africa,SWBD,1,0,7473.43,1024.85,3.3399999,238000,0,1,31.7999992,1198.172,2299,361,-1,149328.6,36.14375,3.372917
235,1245,47.2805,87.3235,Ulungur, Lake,China,Asia,SWBD,1,0,854.89,204.58,1.97,6839.32,0,1,8,13.255,5972,478,-1,39719.2,87.285417,47.277083
1987,1078690,1.744,-157.2316,Unknown, Lake,Kiribati,Oceania,SWBD,1,0,0.25,2.35,1.34,0.35,0,3,1.4,-9999,-9999,0,0.34,-9999,-157.230402,1.743371
2136,84909,54.0755,-109.9524,Unknown, Lake,Canada,North America,CanVec,1,0,1.55,9.65,2.1800001,7.88,0,3,5.0999999,0.031,2942.4,600,2.8699999,47.7,-109.957292,54.075375
2674,96948,51.0218,-111.458,Unknown, Lake,Canada,North America,CanVec,1,0,1.89,21.08,4.3200002,1.87,0,3,1,0.238,91,705,0.39,375.4,-111.4377,51.003974
3766,1078599,1.8733,-157.3617,Unknown, Lake,Kiribati,Oceania,SWBD,1,0,0.19,3.74,2.4000001,0.31,0,3,1.6,-9999,-9999,0,0.48,-9999,-157.367307,1.870332
4705,1094608,-15.39,-51.0356,Unknown, Lake,Brazil,South America,SWBD,1,0,0.71,4.5,1.5,1.71,0,3,2.4000001,79.462,0.2,270,0.75,6146.7,-50.992151,-15.369182
4825,1389138,22.7089,73.9915,Unknown, Lake,India,Asia,SWBD,1,0,0.48,4.87,1.98,2.22,0,3,4.5999999,0.622,41.2,216,3.3299999,48.5,73.989583,22.702677
8588,10260,-15.7482,-70.197,Unknown, Lake,Peru,South America,SWBD,1,0,39.38,51.71,2.3199999,1187.4,0,3,30.2000008,3.921,3505,3840,6.98,586.6,-70.204431,-15.71236
3561,179584,11.7346,9.21,Unknown, Reservoir,Nigeria,Africa,SWBD,1,0,1.82,10.41,2.1800001,2.16,0,3,1.2,0.682,36.6,408,0.49,132,9.211928,11.747962
10337,119131,-7.737,-37.6063,Unknown, Reservoir,Brazil,South America,SWBD,1,0,2.46,21.99,3.95,8.2,0,3,3.3,22.952,4.1,520,1.49,3402.8,-37.612811,-7.740536
10345,10354,-22.968,-46.3516,Unknown, Reservoir,Brazil,South America,SWBD,2,2410,39.77,184.19,8.2399998,1400,1400,2,35.2000008,4.279,3786.8,845,6.7199998,209.7,-46.443544,-22.952088
104,142,37.6011,45.4779,Urmia, Lake,Iran,Asia,Other,1,0,4932.76,865.66,3.48,1800,0,1,0.4,232.047,89.8,1267,-1,52200.3,45.372917,37.70625
231,121,50.3092,92.7219,Uvs, Lake,Mongolia,Asia,SWBD,1,0,3600.81,389.37,1.83,35700,0,1,9.8999996,38.979,10600.4,759,-1,68548.1,92.710417,50.277083
84,141,38.6255,42.9675,Van, Lake,Turkey,Asia,SWBD,1,0,3568.73,592.14,2.8,607000,0,1,170.1000061,64.385,109116.4,1645,-1,17045.8,42.947917,38.64375
41,105,59.0066,13.5297,Vänern, Lake,Sweden,Europe,Other,3,3187,5486.23,2276.5,8.6700001,153000,9500,1,27.8999996,523.118,3385.2,44,-1,48421,12.368581,58.368979
10479,15760,13.8366,76.4365,Vani Vilasa Sagara, Reservoir,India,Asia,SWBD,2,5000,39.3,96.31,4.3299999,850,850,2,21.6000004,13.235,743.3,646,2.21,5477.8,76.488738,13.885542
2,16,-1,33,Victoria, Lake,Uganda,Africa,SWBD,3,4492,67166.22,7422.44,8.0799999,2760000,204800,1,41.0999985,1735.515,18406.3,1134,-1,265372.8,33.193791,0.430999
180,89,-49.6155,-72.5125,Viedma, Lake,Argentina,South America,SWBD,1,0,1193.37,291.46,2.3800001,119337,0,1,100,69.044,20004.9,252,-1,7342.3,-72.081201,-49.776648
97,156,6.65,-0.2513,Volta, Lake,Ghana,Africa,SWBD,2,3667,6045.16,5492.28,19.9300003,148000,148000,2,24.5,1372.072,1248.5,75,-1,404374.9,0.060347,6.302627
10319,795,38.704,-118.7064,Walker, Lake,United States of America,North America,SWBD,1,0,142,54.5,1.29,3440.32,0,3,24.2000008,10.54,3777.9,1206,3.8599999,9312,-118.710417,38.697917
189,40,56.1547,-124.1483,Williston, Lake,Canada,North America,CanVec,2,6,1718.79,1557.51,10.6000004,74300,74300,2,43.2000008,1167.451,736.6,659,-1,71707,-122.197841,56.018963
281,52,52.1142,-99.9344,Winnipegosis, Lake,Canada,North America,CanVec,1,0,5035.51,2340.45,9.3000002,16000,0,1,3.2,77.392,2392.8,251,-1,53350.1,-99.653845,51.885752
270,32,58.1819,-103.2742,Wollaston, Lake,Canada,North America,CanVec,1,0,2269.59,3819.45,22.6200008,45865,0,1,20.2000008,101.461,5232,395,-1,17770,-102.757556,58.811965
7665,1378554,30.1967,113.7373,Wuhu, Lake,China,Asia,SWBD,1,0,0.2,1.92,1.21,0.25,0,3,1.2,0.025,115.5,22,0.29,1.3,113.767105,30.197956
282,760,44.4253,-110.37,Yellowstone, Lake,United States of America,North America,SWBD,1,0,340.47,206.51,3.1600001,14617.24,0,3,42.9000015,22.004,7688.6,2360,5.1799998,2579.2,-110.384698,44.56426
2137,5120,58.8294,-118.753,Zama, Lake,Canada,North America,SWBD,1,0,61.27,85.05,3.0699999,90.27,0,3,1.5,5.057,206.6,325,0.46,2286.2,-118.733164,58.817913
77,122,48.023,83.8751,Zaysan, Lake,Kazakhstan,Asia,SWBD,3,4787,4193.6,1565.58,6.8200002,53000,49800,1,12.6000004,802.318,764.6,388,-1,143970.3,83.34758,49.655849
234,115,54.4061,127.7737,Zeyskoye, Reservoir,Russia,Europe,SWBD,2,5834,2234.7,1785.54,10.6599998,68400,68400,2,30.6000004,500.162,1582.8,308,-1,82118.9,127.306854,53.770578
1452,1562,7.9952,38.9388,Ziway, Lake,Ethiopia,Africa,SWBD,1,0,411.96,150.02,2.0899999,5717.64,0,3,13.8999996,60.774,1088.9,1636,1.85,7296.3,38.740906,7.903165
10301,14653,38.9408,-5.2544,Zujar, Reservoir,Spain,Europe,SWBD,2,2833,93.14,330.17,9.6499996,3231.8,3231.8,2,34.7000008,22.155,1688.3,340,5.1399999,7426.2,-5.410417,38.910417
191,53,50.5751,261.57,Manitoba, Lake,Canada,North America,CanVec,1,0,4751.05,2110.76,8.64,16942,0,1,3.6,168.578,1163.2,245,-1,79354.2,-98.728778,51.587865
